"Site Name","Site ID","Link Type","Location Type",Title,Link,URL
"UIC Artificial Intelligence Laboratory",111,PDF,"Page (ACF Field)","Publications (Field: intro_text_body)",http://ai.uic.edu/wp-content/uploads/sites/111/2017/08/2011-Developing-Travel-Reliability-Inventory-for-the-Chicago-Region.pdf,https://ai.uic.edu/publication/
"UIC Artificial Intelligence Laboratory",111,PDF,"Page (ACF Field)","Publications (Field: intro_text_body)",http://ai.uic.edu/wp-content/uploads/sites/111/2017/08/2010-TDI_DraftPaper_SLv33_accepted_SLcs_10012010-ck_SL2-1-rev.pdf,https://ai.uic.edu/publication/
"UIC Artificial Intelligence Laboratory",111,PDF,"Page (ACF Field)","Publications (Field: intro_text_body)",http://ai.uic.edu/wp-content/uploads/sites/111/2017/08/2009-Providing-Reliable-Route-Guidance-Nie-Wu-Nelson-Dillenburg.pdf,https://ai.uic.edu/publication/
"UIC Artificial Intelligence Laboratory",111,PDF,"Page (ACF Field)","Publications (Field: intro_text_body)",http://www.cs.uic.edu/~piotr/papers/hicss02-language.pdf,https://ai.uic.edu/publication/
"UIC Artificial Intelligence Laboratory",111,PDF,"Page (ACF Field)","Publications (Field: intro_text_body)",http://www.cs.uic.edu/~piotr/papers/hicss02-portfolio.pdf,https://ai.uic.edu/publication/
"UIC Artificial Intelligence Laboratory",111,PDF,"Page (ACF Field)","Publications (Field: intro_text_body)",http://www.cs.uic.edu/~piotr/papers/ieee2000.pdf,https://ai.uic.edu/publication/
"UIC Artificial Intelligence Laboratory",111,PDF,"Page (ACF Field)","Publications (Field: intro_text_body)",http://www.cs.uic.edu/LearningModels.pdf,https://ai.uic.edu/publication/
"Research Resources Center",112,Box,"News (ACF Field)","Biophysics Core MP, ITC and SPR Training Sessions in July (Field: intro_text_body)",https://uofi.box.com/s/e8r1crs7u6ng1xuhhv2n7us4xlzn0ow4,https://rrc.uic.edu/news-stories/biophysics-core-mp-itc-and-spr-training-sessions-in-july/
"Research Resources Center",112,Box,"Event (ACF Field)","Electron Microscopy Core Seminar Series (Field: description)",https://uofi.box.com/s/qtm6t9mdoqhemgnhp4gxiqzgft3t56m8,https://rrc.uic.edu/events/electron-microscopy-core-seminar-series-2-2/
"Research Resources Center",112,Box,"Event (ACF Field)","Electron Microscopy Core Seminar Series (Field: description)",https://uofi.box.com/s/7hki6wpsxmzkasv7gry0piv6y17hksgy,https://rrc.uic.edu/events/electron-microscopy-core-seminar-series-2/
"Research Resources Center",112,Box,"News (ACF Field)","Electron Microscopy Core Seminar Series: In situ heating techniques and holders (Field: intro_text_body)",https://uofi.box.com/s/11n44wrjrybnb05om76cs9gs78a99ar1,https://rrc.uic.edu/news-stories/electron-microscopy-core-seminar-series-in-situ-heating-techniques-and-holders/
"Research Resources Center",112,PDF,"Page (ACF Field)","Policies and Pricing (Field: intro_text_body)",http://rrc.uic.edu/wp-content/uploads/sites/112/2020/08/NCF-Safety-Exam.pdf,https://rrc.uic.edu/cores/ncf/policies-ntc/
"Research Resources Center",112,PDF,"Page (ACF Field)","Biophysics Core (Field: intro_text_body)",http://rrc.uic.edu/wp-content/uploads/sites/112/2020/01/BiophysicsCoreIntro.pdf,https://rrc.uic.edu/cores/biophysics-core/
"Research Resources Center",112,PDF,"Page (ACF Field)","Scientific Imaging and Nanotechnology Division (Field: intro_text_body)",http://rrc.uic.edu/wp-content/uploads/sites/112/2020/02/CRC_Booklet.pdf,https://rrc.uic.edu/cores/scientific-imaging-nanotechnology/
"Institutional Accreditation",114,Box,"Page (ACF Field)","Professional Licensure Disclosures (Field: intro_text_body)",https://uofi.box.com/s/x7z0xof3gxa5o2z0rc7tlrmica0npuws,https://hlcaccreditation.uic.edu/professional-licensure-disclosures/
"Institutional Accreditation",114,Box,"News (ACF Field)","Requirements for Higher Learning Commission site visit (Field: intro_text_body)",https://uofi.box.com/s/fh9bedp2cf4m8l5yj2ycss8ocb8txh7s,https://hlcaccreditation.uic.edu/news-stories/requirements-for-higher-learning-commission-site-visit/
"Institutional Accreditation",114,Box,"Event (ACF Field)","Higher Learning Commission 2024 Comprehensive Review: What our Assurance Arguments Says About Us (Field: description)",https://uofi.app.box.com/file/1336398871152?s=88i3zwk237y8b7lbpd3noefi8dddmgbr,https://hlcaccreditation.uic.edu/events/higher-learning-commission-2024-comprehensive-review-what-our-assurance-arguments-says-about-us/
"Institutional Accreditation",114,Box,"Page (ACF Field)","Higher Learning Commission (Field: intro_text_body)",https://uofi.box.com/s/3h95yzi31b7ay4tww279tzcpsidejmtf,https://hlcaccreditation.uic.edu/higher-learning-commission/
"Institutional Accreditation",114,Box,"Page (ACF Field)","Higher Learning Commission (Field: intro_text_body)",https://uofi.box.com/s/khq94m7j72hq6voendu355olyf70uojx,https://hlcaccreditation.uic.edu/higher-learning-commission/
"Institutional Accreditation",114,Box,"Page (ACF Field)","Higher Learning Commission (Field: intro_text_body)",https://uofi.box.com/s/a1p093ao5mlrtu85efvoa5u4ysaw9b1h,https://hlcaccreditation.uic.edu/higher-learning-commission/
"Institutional Accreditation",114,Box,"Page (ACF Field)","Higher Learning Commission (Field: intro_text_body)",https://uofi.box.com/s/lbyvr76jxjticf7x3cnxox5wuwsetv70,https://hlcaccreditation.uic.edu/higher-learning-commission/
"Institutional Accreditation",114,Box,"Page (ACF Field)","Higher Learning Commission (Field: intro_text_body)",https://uofi.box.com/s/olbmy08p6ks1i2pbhav2nm4v5q67xnth,https://hlcaccreditation.uic.edu/higher-learning-commission/
"Latin@s Gaining Access to Networks for Advancement in Science",119,PDF,"Page (ACF Field)","Research Day Workshops (Field: intro_text_body)",https://www.docdroid.net/NQCPXFy/how-to-be-an-effective-pre-med-student.pdf,https://lasganas.uic.edu/research-day-workshops/
"Latin@s Gaining Access to Networks for Advancement in Science",119,PDF,"Page (ACF Field)","Research Day Workshops (Field: intro_text_body)",https://www.pathwaystoscience.org/pdf/Applying_LettersOfRecommendation.pdf,https://lasganas.uic.edu/research-day-workshops/
"Latin@s Gaining Access to Networks for Advancement in Science",119,PDF,"Page (ACF Field)","Undocumented Student Scholarships (Field: intro_text_body)",https://immigrantsrising.org/wp-content/uploads/2018/06/Immigrants-Rising-2018-Graduate-Scholarships.pdf,https://lasganas.uic.edu/scholarships-internships-research-programs/undocumented-student-scholarships/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"News (ACF Field)","Measuring Gentrification in Chicago Community Areas: 2024 Update (Field: intro_text_body)",https://uofi.box.com/s/kwvb7cusmzc2s7a07i08ldcjlejz0dob,https://voorheescenter.uic.edu/news-stories/measuring-gentrification-in-chicago-community-areas-2024-update/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"News (ACF Field)","Measuring Gentrification in Chicago Community Areas: 2024 Update (Field: intro_text_body)",https://uofi.box.com/s/304zh62o1qu7hkiuf2v32h076q633mec,https://voorheescenter.uic.edu/news-stories/measuring-gentrification-in-chicago-community-areas-2024-update/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"News (ACF Field)","Brownfields 101: Connecting Historically Contaminated Sites to a Greener Future (Field: intro_text_body)",https://uofi.box.com/s/49290jvsgofgkyoc12q9p43crj4lqeqz,https://voorheescenter.uic.edu/news-stories/brownfields-101-connecting-historically-contaminated-sites-to-a-greener-future/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Page (ACF Field)","EDA University Center: Recent Work (Field: intro_text_body)",https://uofi.app.box.com/s/otysmqubv39nvpzdq17cdz5trpm5mqoh,https://voorheescenter.uic.edu/eda/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Page (ACF Field)","EDA University Center: Recent Work (Field: intro_text_body)",https://uofi.app.box.com/s/swaqfto40a3p234e7vkl6npoj8qyl2fo,https://voorheescenter.uic.edu/eda/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Page (ACF Field)","EDA University Center: Recent Work (Field: intro_text_body)",https://uofi.app.box.com/s/9jggf6ixewtpt4dy132l35ymhyx8yswo,https://voorheescenter.uic.edu/eda/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Page (ACF Field)","EDA University Center: Recent Work (Field: intro_text_body)",https://uofi.app.box.com/s/4mrfej278b3kv4smoi0pd627skxoax8s,https://voorheescenter.uic.edu/eda/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Page (ACF Field)","EDA University Center: Recent Work (Field: intro_text_body)",https://uofi.app.box.com/s/ite2wl98cq0gqv1o4wj59iwpkg19djm5,https://voorheescenter.uic.edu/what-we-do/featured-projects/eda-university-center-recent-work/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Page (ACF Field)","EDA University Center: Recent Work (Field: intro_text_body)",https://uofi.app.box.com/s/3yd4zk1h5025wdyzysm00s6e8vjlowea,https://voorheescenter.uic.edu/what-we-do/featured-projects/eda-university-center-recent-work/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Page (ACF Field)","EDA University Center: Recent Work (Field: intro_text_body)",https://uofi.app.box.com/s/m8p8h5wkl5ewlngexjg0j2y9wxsaig4w,https://voorheescenter.uic.edu/what-we-do/featured-projects/eda-university-center-recent-work/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Research Project (ACF Field)","Chicago’s Clean Energy Future (Field: abstract)",https://uofi.box.com/s/otysmqubv39nvpzdq17cdz5trpm5mqoh,https://voorheescenter.uic.edu/research/chicagos-clean-energy-future/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Research Project (ACF Field)","Chicago’s Clean Energy Future (Field: abstract)",https://uofi.app.box.com/file/767150540780?s=e01x6tr3enee747comlvurqc34ibe6yp,https://voorheescenter.uic.edu/research/chicagos-clean-energy-future/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"News (ACF Field)","The Chicago Metropolitan Area’s Green Economy: Occupation One-Pagers (Field: intro_text_body)",https://uofi.app.box.com/file/959547746188?s=otysmqubv39nvpzdq17cdz5trpm5mqoh,https://voorheescenter.uic.edu/news-stories/the-chicago-metropolitan-areas-green-economy-occupation-one-pagers/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"News (ACF Field)","Climate Legislation That Could Brighten Our Future (Field: intro_text_body)",https://uofi.app.box.com/s/e01x6tr3enee747comlvurqc34ibe6yp,https://voorheescenter.uic.edu/news-stories/voorhees-blog-climate-legislation-that-could-brighten-our-future/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"News (ACF Field)","A Just Transition For Chicago (Field: intro_text_body)",https://uofi.box.com/s/e01x6tr3enee747comlvurqc34ibe6yp,https://voorheescenter.uic.edu/news-stories/a-just-transition-for-chicago/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,Box,"Page (ACF Field)","Affordable Housing Fact Book (Field: intro_text_body)",https://uofi.box.com/v/CA-FactSheets,https://voorheescenter.uic.edu/what-we-do/areas-of-research/housing/affordable-housing-fact-book/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"News (ACF Field)","A Just Transition for All of Us (Field: intro_text_body)",https://e2.org/wp-content/uploads/2020/10/Clean-Jobs-Better-Jobs.-October-2020.-E2-ACORE-CELI.pdf,https://voorheescenter.uic.edu/news-stories/a-just-transition-for-all-of-us/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"Page (ACF Field)","The Plan to Voucher Out Public Housing (Field: intro_text_body)",http://voorheescenter.red.uic.edu/wp-content/uploads/sites/122/2017/10/Voucher-out-public-housing-analysis-of-the-chicago-experience.pdf,https://voorheescenter.uic.edu/what-we-do/areas-of-research/plan-voucher-public-housing/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"Page (ACF Field)","Central Advisory Council 2012 Strategies and Recommendations Report (Field: intro_text_body)",http://www.thecha.org/assets/1/22/2013-04-19_Plan_Forward.pdf,https://voorheescenter.uic.edu/what-we-do/areas-of-research/central-advisory-council-2012-strategies-recommendations-report/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"Page (ACF Field)","Central Advisory Council 2012 Strategies and Recommendations Report (Field: intro_text_body)",http://voorheescenter.red.uic.edu/wp-content/uploads/sites/122/2017/10/CAC-2012-strategies-and-recommendations-report.pdf,https://voorheescenter.uic.edu/what-we-do/areas-of-research/central-advisory-council-2012-strategies-recommendations-report/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"Page (ACF Field)","Deepening Divide (Field: intro_text_body)",http://voorheescenter.red.uic.edu/wp-content/uploads/sites/122/2017/10/The-Deepening-Divide-in-Chicagoland.pdf,https://voorheescenter.uic.edu/what-we-do/areas-of-research/deepening-divide/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"Page (ACF Field)","Deepening Divide (Field: intro_text_body)",http://voorheescenter.red.uic.edu/wp-content/uploads/sites/122/2017/10/Torontos-Growing-Socio-Spatial-Divide.pdf,https://voorheescenter.uic.edu/what-we-do/areas-of-research/deepening-divide/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"Page (ACF Field)","Helpful Tools for Communities (Field: intro_text_body)",http://voorheescenter.red.uic.edu/wp-content/uploads/sites/122/2017/10/Gentrification-and-Neighborhood-Change-Toolkit.pdf,https://voorheescenter.uic.edu/what-we-do/areas-of-research/gentrification-index/helpful-tools-communities/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"Page (ACF Field)","Affordable Housing Fact Book (Field: intro_text_body)",http://voorheescenter.red.uic.edu/wp-content/uploads/sites/122/2017/10/CRN-chicago_community_areas_locator_map.pdf,https://voorheescenter.uic.edu/what-we-do/areas-of-research/housing/affordable-housing-fact-book/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"Page (ACF Field)","Affordable Housing Fact Book (Field: intro_text_body)",http://voorheescenter.red.uic.edu/wp-content/uploads/sites/122/2017/10/All-CA-Fact-Sheets.pdf,https://voorheescenter.uic.edu/what-we-do/areas-of-research/housing/affordable-housing-fact-book/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"News (ACF Field)","EDA University Center @ UIC (Field: intro_text_body)",https://edauniversitycenter.uic.edu/wp-content/uploads/sites/16/2017/05/Sizing-up-Our-Regions-Green-Economy-Final-1.pdf,https://voorheescenter.uic.edu/news-stories/eda-university-center-uic/
"Nathalie P. Voorhees Center for Neighborhood and Community Improvement",122,PDF,"News (ACF Field)","Investment Without Displacement: Communities Gather to Discuss Gentrification at the Voorhees Center Symposium (Field: intro_text_body)",https://voorheescenter.red.uic.edu/wp-content/uploads/sites/122/2017/10/Voorhees-Center-Gentrification-Index-Oct-14.pdf,https://voorheescenter.uic.edu/news-stories/investment-without-displacement-communities-gather-to-discuss-gentrification-at-the-voorhees-center-symposium/
"Administrative Searches",123,Box,"Page (ACF Field)","Finalist Presentations for the Dean of Engineering (Field: intro_text_body)",https://uofi.box.com/v/engfinalist1cv,https://adminsearches.uic.edu/past/eng/finalists/
"Administrative Searches",123,Box,"Page (ACF Field)","Finalist Presentations for the Dean of Engineering (Field: intro_text_body)",https://uofi.box.com/v/engfinalist2cv,https://adminsearches.uic.edu/past/eng/finalists/
"Administrative Searches",123,Box,"Page (ACF Field)","Finalist Presentations for the Dean of Engineering (Field: intro_text_body)",https://uofi.box.com/v/engfinalist3cv,https://adminsearches.uic.edu/past/eng/finalists/
"Administrative Searches",123,Box,"Page (ACF Field)","Finalist Presentations for the Dean of Engineering (Field: intro_text_body)",https://uofi.box.com/v/engfinalist4cv,https://adminsearches.uic.edu/past/eng/finalists/
"Administrative Searches",123,Box,"Page (ACF Field)","Finalist Presentations for the Dean of Engineering (Field: intro_text_body)",https://uofi.box.com/v/engfinalist5cv,https://adminsearches.uic.edu/past/eng/finalists/
"Administrative Searches",123,Box,"Page (ACF Field)","Search Committee (Field: intro_text_body)",https://uofi.box.com/v/lasmemberbiogarza,https://adminsearches.uic.edu/past/las/committee/
"Administrative Searches",123,Box,"Page (ACF Field)","Dean of the UIC School of Law (Field: intro_text_body)",https://imsearch.box.com/s/1ry21tr1n1au80vvmr506ehhlr7fk9f7,https://adminsearches.uic.edu/past/law/
"Administrative Searches",123,Box,"Page (ACF Field)","Dean of the UIC School of Law (Field: intro_text_body)",https://imsearch.box.com/s/1ry21tr1n1au80vvmr506ehhlr7fk9f7</a>.</p>,https://adminsearches.uic.edu/past/law/
"Administrative Searches",123,Box,"Page (ACF Field)","Rebecca Rugg (Field: intro_text_body)",https://uofi.box.com/v/rugg,https://adminsearches.uic.edu/past/deancada/finalists/rugg/
"Administrative Searches",123,PDF,"Page (ACF Field)","Dean of the College of Business Administration (Field: intro_text_body)",https://www.wittkieffer.com/positionfiles/u2331427/Leadership+Profile+-+Final+-+UIC+CBA+Dean.pdf,https://adminsearches.uic.edu/past/cba/
"Administrative Searches",123,PDF,"Page (ACF Field)","Dean of the College of Liberal Arts and Sciences (Field: intro_text_body)",https://www.wittkieffer.com/positionfiles/u2308758/Leadership+Profile+-+UIC+LAS+Dean.pdf,https://adminsearches.uic.edu/past/las/
"Administrative Searches",123,PDF,"Page (ACF Field)","Vice Provost for Faculty Affairs (Field: intro_text_body)",https://e-verify.uscis.gov/web/media/resourcesContents/E-Verify_Participation_Poster_ES.pdf,https://adminsearches.uic.edu/past/vpfa/
"Administrative Searches",123,PDF,"Page (ACF Field)","Vice Provost for Faculty Affairs (Field: intro_text_body)",https://www.e-verify.gov/sites/default/files/everify/posters/IER_RightToWorkPoster%20Eng_Es.pdf,https://adminsearches.uic.edu/past/vpfa/
Scholarships,124,PDF,"Page (ACF Field)","Essay, Writing, and Creative Contests (Field: intro_text_body)",https://www.mutualofomaha.com/documents/careers/actuarial_minority_scholarship.pdf,https://scholarships.uic.edu/scholarships/external-scholarships/essay-writing-creative-contests/
